match_id,bowler,date,venue,wickets,balls,runs_conceded,economy,wickets_next_match
175,AD Mathews,2010-12-03,Dr DY Patil Sports Academy,1,26,25,5.76923076923077,1.0
175,BJ Hodge,2010-12-03,Dr DY Patil Sports Academy,1,12,14,7.0,0.0
175,CK Langeveldt,2010-12-03,Dr DY Patil Sports Academy,2,27,23,5.111111111111111,1.0
175,I Sharma,2010-12-03,Dr DY Patil Sports Academy,1,26,29,6.6923076923076925,0.0
175,Jaskaran Singh,2010-12-03,Dr DY Patil Sports Academy,1,25,34,8.16,2.0
175,LR Shukla,2010-12-03,Dr DY Patil Sports Academy,1,18,30,10.0,0.0
175,M Kartik,2010-12-03,Dr DY Patil Sports Academy,1,18,17,5.666666666666667,1.0
175,PP Ojha,2010-12-03,Dr DY Patil Sports Academy,0,24,19,4.75,2.0
175,RP Singh,2010-12-03,Dr DY Patil Sports Academy,1,27,32,7.111111111111111,3.0
175,TL Suman,2010-12-03,Dr DY Patil Sports Academy,0,7,15,12.857142857142856,0.0
204,A Symonds,2010-01-04,Eden Gardens,2,24,26,6.5,0.0
204,AB Agarkar,2010-01-04,Eden Gardens,1,25,30,7.199999999999999,0.0
204,AD Mathews,2010-01-04,Eden Gardens,1,25,24,5.76,0.0
204,CH Gayle,2010-01-04,Eden Gardens,1,6,9,9.0,0.0
204,Harmeet Singh,2010-01-04,Eden Gardens,0,13,16,7.384615384615385,3.0
204,Jaskaran Singh,2010-01-04,Eden Gardens,2,18,18,6.0,0.0
204,M Kartik,2010-01-04,Eden Gardens,1,24,29,7.25,1.0
204,PP Ojha,2010-01-04,Eden Gardens,2,26,36,8.307692307692308,3.0
204,RG Sharma,2010-01-04,Eden Gardens,0,13,15,6.923076923076923,0.0
204,SE Bond,2010-01-04,Eden Gardens,1,26,26,6.0,1.0
204,Y Venugopal Rao,2010-01-04,Eden Gardens,0,6,10,10.0,0.0
205,A Kumble,2010-02-04,"Punjab Cricket Association Stadium, Mohali",1,25,32,7.68,1.0
205,B Lee,2010-02-04,"Punjab Cricket Association Stadium, Mohali",0,25,43,10.319999999999999,0.0
205,Bipul Sharma,2010-02-04,"Punjab Cricket Association Stadium, Mohali",2,24,26,6.5,0.0
205,DW Steyn,2010-02-04,"Punjab Cricket Association Stadium, Mohali",1,25,30,7.199999999999999,0.0
205,IK Pathan,2010-02-04,"Punjab Cricket Association Stadium, Mohali",1,20,35,10.5,1.0
205,JH Kallis,2010-02-04,"Punjab Cricket Association Stadium, Mohali",1,25,40,9.6,1.0
205,KP Pietersen,2010-02-04,"Punjab Cricket Association Stadium, Mohali",0,6,8,8.0,0.0
205,P Kumar,2010-02-04,"Punjab Cricket Association Stadium, Mohali",1,25,36,8.639999999999999,1.0
205,PP Chawla,2010-02-04,"Punjab Cricket Association Stadium, Mohali",0,12,22,11.0,0.0
205,R Vinay Kumar,2010-02-04,"Punjab Cricket Association Stadium, Mohali",1,18,24,8.0,0.0
205,S Sreesanth,2010-02-04,"Punjab Cricket Association Stadium, Mohali",0,13,13,6.0,0.0
205,SJ Srivastava,2010-02-04,"Punjab Cricket Association Stadium, Mohali",1,12,21,10.5,0.0
205,Yuvraj Singh,2010-02-04,"Punjab Cricket Association Stadium, Mohali",0,12,14,7.0,0.0
206,AA Jhunjhunwala,2010-03-04,"MA Chidambaram Stadium, Chepauk",0,12,18,9.0,0.0
206,DE Bollinger,2010-03-04,"MA Chidambaram Stadium, Chepauk",2,26,13,3.0,1.0
206,JA Morkel,2010-03-04,"MA Chidambaram Stadium, Chepauk",2,24,56,14.0,0.0
206,M Muralitharan,2010-03-04,"MA Chidambaram Stadium, Chepauk",1,25,51,12.239999999999998,0.0
206,S Narwal,2010-03-04,"MA Chidambaram Stadium, Chepauk",0,12,41,20.5,0.0
206,S Tyagi,2010-03-04,"MA Chidambaram Stadium, Chepauk",0,26,43,9.923076923076923,1.0
206,SB Jakati,2010-03-04,"MA Chidambaram Stadium, Chepauk",0,18,37,12.333333333333334,2.0
206,SB Wagh,2010-03-04,"MA Chidambaram Stadium, Chepauk",1,6,16,16.0,3.0
206,SK Raina,2010-03-04,"MA Chidambaram Stadium, Chepauk",0,6,8,8.0,1.0
206,SK Warne,2010-03-04,"MA Chidambaram Stadium, Chepauk",1,18,32,10.666666666666666,4.0
206,SR Watson,2010-03-04,"MA Chidambaram Stadium, Chepauk",3,25,46,11.04,0.0
206,SW Tait,2010-03-04,"MA Chidambaram Stadium, Chepauk",0,25,43,10.319999999999999,2.0
206,YK Pathan,2010-03-04,"MA Chidambaram Stadium, Chepauk",0,24,44,11.0,0.0
207,A Symonds,2010-03-04,Brabourne Stadium,0,25,31,7.4399999999999995,0.0
207,DJ Bravo,2010-03-04,Brabourne Stadium,1,12,12,6.0,1.0
207,Harbhajan Singh,2010-03-04,Brabourne Stadium,2,18,16,5.333333333333333,1.0
207,KA Pollard,2010-03-04,Brabourne Stadium,2,27,23,5.111111111111111,2.0
207,PP Ojha,2010-03-04,Brabourne Stadium,3,24,26,6.5,1.0
207,R McLaren,2010-03-04,Brabourne Stadium,2,24,28,7.0,0.0
207,R Sharma,2010-03-04,Brabourne Stadium,1,18,24,8.0,0.0
207,RG Sharma,2010-03-04,Brabourne Stadium,0,20,23,6.8999999999999995,0.0
207,RJ Harris,2010-03-04,Brabourne Stadium,1,24,40,10.0,2.0
207,SL Malinga,2010-03-04,Brabourne Stadium,1,21,19,5.428571428571429,0.0
207,Z Khan,2010-03-04,Brabourne Stadium,2,12,10,5.0,0.0
208,AB Agarkar,2010-04-04,Eden Gardens,0,18,35,11.666666666666666,1.0
208,AD Mathews,2010-04-04,Eden Gardens,0,18,32,10.666666666666666,0.0
208,CH Gayle,2010-04-04,Eden Gardens,0,6,16,16.0,3.0
208,DJ Hussey,2010-04-04,Eden Gardens,0,6,13,13.0,0.0
208,IK Pathan,2010-04-04,Eden Gardens,1,25,35,8.399999999999999,0.0
208,J Theron,2010-04-04,Eden Gardens,1,25,35,8.399999999999999,0.0
208,JD Unadkat,2010-04-04,Eden Gardens,0,14,32,13.714285714285714,2.0
208,M Kartik,2010-04-04,Eden Gardens,1,25,40,9.6,1.0
208,PP Chawla,2010-04-04,Eden Gardens,0,12,26,13.0,0.0
208,RR Powar,2010-04-04,Eden Gardens,0,25,22,5.279999999999999,0.0
208,RS Bopara,2010-04-04,Eden Gardens,1,20,36,10.799999999999999,1.0
208,SJ Srivastava,2010-04-04,Eden Gardens,0,20,33,9.9,2.0
209,A Kumble,2010-04-04,Feroz Shah Kotla,1,24,33,8.25,1.0
209,A Mishra,2010-04-04,Feroz Shah Kotla,3,25,31,7.4399999999999995,0.0
209,A Mithun,2010-04-04,Feroz Shah Kotla,1,20,37,11.1,0.0
209,CL White,2010-04-04,Feroz Shah Kotla,0,7,18,15.428571428571427,0.0
209,DL Vettori,2010-04-04,Feroz Shah Kotla,1,24,40,10.0,2.0
209,JH Kallis,2010-04-04,Feroz Shah Kotla,1,18,26,8.666666666666666,0.0
209,KP Appanna,2010-04-04,Feroz Shah Kotla,2,24,24,6.0,1.0
209,KP Pietersen,2010-04-04,Feroz Shah Kotla,0,6,3,3.0,1.0
209,MF Maharoof,2010-04-04,Feroz Shah Kotla,1,24,28,7.0,0.0
209,PJ Sangwan,2010-04-04,Feroz Shah Kotla,3,24,22,5.5,0.0
209,R Bhatia,2010-04-04,Feroz Shah Kotla,1,24,24,6.0,1.0
209,R Vinay Kumar,2010-04-04,Feroz Shah Kotla,0,24,35,8.75,1.0
210,A Symonds,2010-05-04,"Vidarbha Cricket Association Stadium, Jamtha",0,12,18,9.0,1.0
210,AP Dole,2010-05-04,"Vidarbha Cricket Association Stadium, Jamtha",2,26,40,9.230769230769232,2.0
210,DR Smith,2010-05-04,"Vidarbha Cricket Association Stadium, Jamtha",1,17,22,7.764705882352941,0.0
210,Harmeet Singh,2010-05-04,"Vidarbha Cricket Association Stadium, Jamtha",3,25,24,5.76,0.0
210,M Morkel,2010-05-04,"Vidarbha Cricket Association Stadium, Jamtha",0,24,32,8.0,1.0
210,PP Ojha,2010-05-04,"Vidarbha Cricket Association Stadium, Jamtha",1,19,36,11.368421052631579,2.0
210,RJ Harris,2010-05-04,"Vidarbha Cricket Association Stadium, Jamtha",2,25,31,7.4399999999999995,2.0
210,RP Singh,2010-05-04,"Vidarbha Cricket Association Stadium, Jamtha",3,25,16,3.84,0.0
210,SK Trivedi,2010-05-04,"Vidarbha Cricket Association Stadium, Jamtha",4,18,15,5.0,2.0
210,SK Warne,2010-05-04,"Vidarbha Cricket Association Stadium, Jamtha",4,24,21,5.25,0.0
210,SR Watson,2010-05-04,"Vidarbha Cricket Association Stadium, Jamtha",0,22,36,9.818181818181818,1.0
210,YK Pathan,2010-05-04,"Vidarbha Cricket Association Stadium, Jamtha",0,12,3,1.5,0.0
211,AN Ahmed,2010-06-04,"MA Chidambaram Stadium, Chepauk",0,14,20,8.571428571428571,0.0
211,DE Bollinger,2010-06-04,"MA Chidambaram Stadium, Chepauk",1,25,38,9.12,0.0
211,DJ Bravo,2010-06-04,"MA Chidambaram Stadium, Chepauk",1,13,20,9.230769230769232,1.0
211,Harbhajan Singh,2010-06-04,"MA Chidambaram Stadium, Chepauk",1,26,21,4.846153846153847,0.0
211,KA Pollard,2010-06-04,"MA Chidambaram Stadium, Chepauk",2,24,27,6.75,1.0
211,R Ashwin,2010-06-04,"MA Chidambaram Stadium, Chepauk",2,26,20,4.615384615384616,2.0
211,R McLaren,2010-06-04,"MA Chidambaram Stadium, Chepauk",0,19,24,7.578947368421053,0.0
211,R Sathish,2010-06-04,"MA Chidambaram Stadium, Chepauk",0,6,5,5.0,0.0
211,S Tyagi,2010-06-04,"MA Chidambaram Stadium, Chepauk",1,19,19,6.0,0.0
211,SB Jakati,2010-06-04,"MA Chidambaram Stadium, Chepauk",2,25,26,6.239999999999999,1.0
211,SK Raina,2010-06-04,"MA Chidambaram Stadium, Chepauk",1,16,11,4.125,1.0
211,SL Malinga,2010-06-04,"MA Chidambaram Stadium, Chepauk",0,26,30,6.923076923076923,2.0
211,T Thushara,2010-06-04,"MA Chidambaram Stadium, Chepauk",2,18,13,4.333333333333333,0.0
212,AP Dole,2010-07-04,Sawai Mansingh Stadium,2,26,34,7.846153846153847,1.0
212,Bipul Sharma,2010-07-04,Sawai Mansingh Stadium,0,6,12,12.0,1.0
212,IK Pathan,2010-07-04,Sawai Mansingh Stadium,0,6,17,17.0,3.0
212,J Theron,2010-07-04,Sawai Mansingh Stadium,0,12,23,11.5,1.0
212,PP Chawla,2010-07-04,Sawai Mansingh Stadium,0,24,27,6.75,3.0
212,RR Powar,2010-07-04,Sawai Mansingh Stadium,0,12,18,9.0,0.0
212,RS Bopara,2010-07-04,Sawai Mansingh Stadium,1,14,16,6.857142857142857,2.0
212,S Sreesanth,2010-07-04,Sawai Mansingh Stadium,0,23,35,9.130434782608695,1.0
212,SK Trivedi,2010-07-04,Sawai Mansingh Stadium,2,25,21,5.04,1.0
212,SK Warne,2010-07-04,Sawai Mansingh Stadium,0,19,40,12.631578947368421,0.0
212,SR Watson,2010-07-04,Sawai Mansingh Stadium,1,25,18,4.319999999999999,3.0
212,YK Pathan,2010-07-04,Sawai Mansingh Stadium,0,25,25,6.0,0.0
213,A Mishra,2010-07-04,Eden Gardens,0,26,39,9.0,1.0
213,AB Agarkar,2010-07-04,Eden Gardens,1,25,35,8.399999999999999,0.0
213,AB Dinda,2010-07-04,Eden Gardens,3,25,20,4.8,2.0
213,AD Mathews,2010-07-04,Eden Gardens,0,18,43,14.333333333333334,1.0
213,BAW Mendis,2010-07-04,Eden Gardens,2,25,21,5.04,0.0
213,DL Vettori,2010-07-04,Eden Gardens,2,25,29,6.959999999999999,0.0
213,Iqbal Abdulla,2010-07-04,Eden Gardens,2,24,28,7.0,1.0
213,MF Maharoof,2010-07-04,Eden Gardens,0,18,30,10.0,0.0
213,PD Collingwood,2010-07-04,Eden Gardens,0,13,18,8.307692307692308,2.0
213,PJ Sangwan,2010-07-04,Eden Gardens,0,19,29,9.157894736842106,1.0
213,R Bhatia,2010-07-04,Eden Gardens,1,25,29,6.959999999999999,0.0
213,SC Ganguly,2010-07-04,Eden Gardens,0,7,11,9.428571428571429,0.0
214,A Kumble,2010-08-04,M Chinnaswamy Stadium,1,25,37,8.879999999999999,1.0
214,A Symonds,2010-08-04,M Chinnaswamy Stadium,1,19,33,10.421052631578949,1.0
214,DW Steyn,2010-08-04,M Chinnaswamy Stadium,0,27,34,7.555555555555555,1.0
214,Harmeet Singh,2010-08-04,M Chinnaswamy Stadium,0,8,11,8.25,2.0
214,JH Kallis,2010-08-04,M Chinnaswamy Stadium,0,24,32,8.0,3.0
214,MR Marsh,2010-08-04,M Chinnaswamy Stadium,1,27,34,7.555555555555555,2.0
214,P Kumar,2010-08-04,M Chinnaswamy Stadium,1,25,36,8.639999999999999,0.0
214,PP Ojha,2010-08-04,M Chinnaswamy Stadium,2,24,24,6.0,1.0
214,R Vinay Kumar,2010-08-04,M Chinnaswamy Stadium,1,20,39,11.7,4.0
214,RJ Harris,2010-08-04,M Chinnaswamy Stadium,2,27,30,6.666666666666667,3.0
214,RP Singh,2010-08-04,M Chinnaswamy Stadium,0,25,37,8.879999999999999,1.0
215,B Lee,2010-09-04,"Punjab Cricket Association Stadium, Mohali",0,24,38,9.5,1.0
215,Harbhajan Singh,2010-09-04,"Punjab Cricket Association Stadium, Mohali",0,25,33,7.919999999999999,3.0
215,IK Pathan,2010-09-04,"Punjab Cricket Association Stadium, Mohali",3,24,29,7.25,3.0
215,JP Duminy,2010-09-04,"Punjab Cricket Association Stadium, Mohali",1,18,15,5.0,1.0
215,KA Pollard,2010-09-04,"Punjab Cricket Association Stadium, Mohali",1,7,8,6.857142857142857,1.0
215,L Ablish,2010-09-04,"Punjab Cricket Association Stadium, Mohali",3,13,16,7.384615384615385,2.0
215,PP Chawla,2010-09-04,"Punjab Cricket Association Stadium, Mohali",3,24,24,6.0,2.0
215,R McLaren,2010-09-04,"Punjab Cricket Association Stadium, Mohali",0,12,13,6.5,1.0
215,R Sathish,2010-09-04,"Punjab Cricket Association Stadium, Mohali",0,13,13,6.0,0.0
215,RR Powar,2010-09-04,"Punjab Cricket Association Stadium, Mohali",0,24,28,7.0,1.0
215,SL Malinga,2010-09-04,"Punjab Cricket Association Stadium, Mohali",2,24,36,9.0,0.0
215,Yuvraj Singh,2010-09-04,"Punjab Cricket Association Stadium, Mohali",0,12,15,7.5,1.0
215,Z Khan,2010-09-04,"Punjab Cricket Association Stadium, Mohali",0,20,36,10.799999999999999,3.0
216,A Symonds,2010-10-04,"Vidarbha Cricket Association Stadium, Jamtha",1,24,23,5.75,1.0
216,DE Bollinger,2010-10-04,"Vidarbha Cricket Association Stadium, Jamtha",0,20,29,8.7,3.0
216,DR Smith,2010-10-04,"Vidarbha Cricket Association Stadium, Jamtha",0,6,14,14.0,0.0
216,Harmeet Singh,2010-10-04,"Vidarbha Cricket Association Stadium, Jamtha",2,24,21,5.25,2.0
216,PP Ojha,2010-10-04,"Vidarbha Cricket Association Stadium, Jamtha",1,18,20,6.666666666666667,2.0
216,R Ashwin,2010-10-04,"Vidarbha Cricket Association Stadium, Jamtha",2,25,12,2.88,1.0
216,RG Sharma,2010-10-04,"Vidarbha Cricket Association Stadium, Jamtha",0,14,17,7.285714285714286,0.0
216,RJ Harris,2010-10-04,"Vidarbha Cricket Association Stadium, Jamtha",3,24,18,4.5,3.0
216,RP Singh,2010-10-04,"Vidarbha Cricket Association Stadium, Jamtha",1,13,17,7.846153846153847,2.0
216,SB Jakati,2010-10-04,"Vidarbha Cricket Association Stadium, Jamtha",1,24,29,7.25,1.0
216,SK Raina,2010-10-04,"Vidarbha Cricket Association Stadium, Jamtha",1,20,24,7.199999999999999,2.0
217,A Kumble,2010-10-04,M Chinnaswamy Stadium,1,25,12,2.88,1.0
217,AB Agarkar,2010-10-04,M Chinnaswamy Stadium,0,18,29,9.666666666666666,0.0
217,AB Dinda,2010-10-04,M Chinnaswamy Stadium,2,19,15,4.736842105263158,0.0
217,AD Mathews,2010-10-04,M Chinnaswamy Stadium,1,18,25,8.333333333333334,1.0
217,BAW Mendis,2010-10-04,M Chinnaswamy Stadium,0,25,39,9.36,0.0
217,DW Steyn,2010-10-04,M Chinnaswamy Stadium,1,25,26,6.239999999999999,3.0
217,I Sharma,2010-10-04,M Chinnaswamy Stadium,0,26,43,9.923076923076923,0.0
217,JH Kallis,2010-10-04,M Chinnaswamy Stadium,3,25,30,7.199999999999999,0.0
217,P Kumar,2010-10-04,M Chinnaswamy Stadium,0,20,35,10.5,1.0
217,R Vinay Kumar,2010-10-04,M Chinnaswamy Stadium,4,19,22,6.947368421052632,1.0
218,A Mishra,2010-11-04,Feroz Shah Kotla,1,24,15,3.75,0.0
218,A Nehra,2010-11-04,Feroz Shah Kotla,0,12,8,4.0,1.0
218,DL Vettori,2010-11-04,Feroz Shah Kotla,0,23,26,6.782608695652174,1.0
218,IK Pathan,2010-11-04,Feroz Shah Kotla,3,25,21,5.04,1.0
218,J Theron,2010-11-04,Feroz Shah Kotla,1,12,11,5.5,1.0
218,L Ablish,2010-11-04,Feroz Shah Kotla,2,14,17,7.285714285714286,0.0
218,PP Chawla,2010-11-04,Feroz Shah Kotla,2,24,16,4.0,0.0
218,R Bhatia,2010-11-04,Feroz Shah Kotla,0,12,19,9.5,0.0
218,RR Powar,2010-11-04,Feroz Shah Kotla,1,27,14,3.111111111111111,0.0
218,V Sehwag,2010-11-04,Feroz Shah Kotla,0,6,3,3.0,0.0
218,Yuvraj Singh,2010-11-04,Feroz Shah Kotla,1,24,14,3.5,0.0
219,AA Jhunjhunwala,2010-11-04,Sawai Mansingh Stadium,0,6,6,6.0,0.0
219,DS Kulkarni,2010-11-04,Sawai Mansingh Stadium,1,25,35,8.399999999999999,0.0
219,Harbhajan Singh,2010-11-04,Sawai Mansingh Stadium,3,26,19,4.384615384615385,2.0
219,KA Pollard,2010-11-04,Sawai Mansingh Stadium,1,12,19,9.5,0.0
219,SK Trivedi,2010-11-04,Sawai Mansingh Stadium,1,25,34,8.16,3.0
219,SK Warne,2010-11-04,Sawai Mansingh Stadium,0,25,33,7.919999999999999,2.0
219,SL Malinga,2010-11-04,Sawai Mansingh Stadium,0,24,23,5.75,5.0
219,SR Watson,2010-11-04,Sawai Mansingh Stadium,3,25,36,8.639999999999999,1.0
219,YK Pathan,2010-11-04,Sawai Mansingh Stadium,0,26,22,5.0769230769230775,1.0
219,Z Khan,2010-11-04,Sawai Mansingh Stadium,3,24,17,4.25,1.0
220,A Symonds,2010-12-04,"Vidarbha Cricket Association Stadium, Jamtha",1,24,33,8.25,1.0
220,DW Steyn,2010-12-04,"Vidarbha Cricket Association Stadium, Jamtha",3,26,16,3.6923076923076925,2.0
220,Harmeet Singh,2010-12-04,"Vidarbha Cricket Association Stadium, Jamtha",2,26,22,5.0769230769230775,1.0
220,JH Kallis,2010-12-04,"Vidarbha Cricket Association Stadium, Jamtha",0,24,40,10.0,2.0
220,KP Appanna,2010-12-04,"Vidarbha Cricket Association Stadium, Jamtha",1,19,25,7.894736842105264,1.0
220,PP Ojha,2010-12-04,"Vidarbha Cricket Association Stadium, Jamtha",2,24,22,5.5,0.0
220,R Vinay Kumar,2010-12-04,"Vidarbha Cricket Association Stadium, Jamtha",1,18,19,6.333333333333333,1.0
220,RJ Harris,2010-12-04,"Vidarbha Cricket Association Stadium, Jamtha",3,25,31,7.4399999999999995,2.0
220,RP Singh,2010-12-04,"Vidarbha Cricket Association Stadium, Jamtha",2,26,17,3.9230769230769234,0.0
220,V Kohli,2010-12-04,"Vidarbha Cricket Association Stadium, Jamtha",0,12,16,8.0,1.0
235,Iqbal Abdulla,2011-08-04,"MA Chidambaram Stadium, Chepauk",1,24,26,6.5,3.0
235,JA Morkel,2011-08-04,"MA Chidambaram Stadium, Chepauk",0,19,31,9.789473684210527,3.0
235,JH Kallis,2011-08-04,"MA Chidambaram Stadium, Chepauk",2,18,34,11.333333333333334,1.0
235,L Balaji,2011-08-04,"MA Chidambaram Stadium, Chepauk",0,24,25,6.25,1.0
235,R Ashwin,2011-08-04,"MA Chidambaram Stadium, Chepauk",1,25,21,5.04,0.0
235,R Bhatia,2011-08-04,"MA Chidambaram Stadium, Chepauk",0,18,19,6.333333333333333,2.0
235,S Ladda,2011-08-04,"MA Chidambaram Stadium, Chepauk",0,18,29,9.666666666666666,0.0
235,S Randiv,2011-08-04,"MA Chidambaram Stadium, Chepauk",2,25,32,7.68,0.0
235,SB Jakati,2011-08-04,"MA Chidambaram Stadium, Chepauk",1,24,26,6.5,2.0
235,SK Raina,2011-08-04,"MA Chidambaram Stadium, Chepauk",2,6,3,3.0,2.0
235,TG Southee,2011-08-04,"MA Chidambaram Stadium, Chepauk",1,24,30,7.5,0.0
235,YK Pathan,2011-08-04,"MA Chidambaram Stadium, Chepauk",1,19,17,5.368421052631579,0.0
236,A Mishra,2011-09-04,"Rajiv Gandhi International Stadium, Uppal",0,24,28,7.0,2.0
236,A Singh,2011-09-04,"Rajiv Gandhi International Stadium, Uppal",3,24,35,8.75,1.0
236,AL Menaria,2011-09-04,"Rajiv Gandhi International Stadium, Uppal",0,6,8,8.0,0.0
236,DT Christian,2011-09-04,"Rajiv Gandhi International Stadium, Uppal",0,18,25,8.333333333333334,0.0
236,DW Steyn,2011-09-04,"Rajiv Gandhi International Stadium, Uppal",2,25,17,4.08,1.0
236,I Sharma,2011-09-04,"Rajiv Gandhi International Stadium, Uppal",0,26,22,5.0769230769230775,0.0
236,J Botha,2011-09-04,"Rajiv Gandhi International Stadium, Uppal",0,24,31,7.75,0.0
236,JDP Oram,2011-09-04,"Rajiv Gandhi International Stadium, Uppal",0,12,13,6.5,0.0
236,PP Ojha,2011-09-04,"Rajiv Gandhi International Stadium, Uppal",0,23,44,11.478260869565217,0.0
236,SK Trivedi,2011-09-04,"Rajiv Gandhi International Stadium, Uppal",3,24,15,3.75,1.0
236,SK Warne,2011-09-04,"Rajiv Gandhi International Stadium, Uppal",2,25,17,4.08,2.0
236,STR Binny,2011-09-04,"Rajiv Gandhi International Stadium, Uppal",0,6,14,14.0,0.0
237,A Mithun,2011-09-04,Nehru Stadium,0,7,18,15.428571428571427,0.0
237,AUK Pathan,2011-09-04,Nehru Stadium,0,14,13,5.571428571428571,0.0
237,DL Vettori,2011-09-04,Nehru Stadium,1,24,17,4.25,0.0
237,DP Nannes,2011-09-04,Nehru Stadium,1,19,30,9.473684210526317,1.0
237,M Muralitharan,2011-09-04,Nehru Stadium,0,24,27,6.75,3.0
237,R Vinay Kumar,2011-09-04,Nehru Stadium,1,23,25,6.521739130434782,2.0
237,RA Jadeja,2011-09-04,Nehru Stadium,1,25,27,6.4799999999999995,0.0
237,RP Singh,2011-09-04,Nehru Stadium,0,22,25,6.818181818181818,1.0
237,RV Gomez,2011-09-04,Nehru Stadium,1,6,20,20.0,0.0
237,S Sreesanth,2011-09-04,Nehru Stadium,1,21,25,7.142857142857143,1.0
237,TM Dilshan,2011-09-04,Nehru Stadium,1,24,30,7.5,0.0
237,V Kohli,2011-09-04,Nehru Stadium,1,12,14,7.0,0.0
237,Z Khan,2011-09-04,Nehru Stadium,1,24,28,7.0,0.0
238,AB Dinda,2011-10-04,Feroz Shah Kotla,0,12,7,3.5,1.0
238,AG Murtaza,2011-10-04,Feroz Shah Kotla,3,25,20,4.8,0.0
238,Harbhajan Singh,2011-10-04,Feroz Shah Kotla,2,19,13,4.105263157894737,0.0
238,IK Pathan,2011-10-04,Feroz Shah Kotla,1,20,11,3.3,1.0
238,JEC Franklin,2011-10-04,Feroz Shah Kotla,0,6,9,9.0,0.0
238,KA Pollard,2011-10-04,Feroz Shah Kotla,0,19,17,5.368421052631579,2.0
238,M Morkel,2011-10-04,Feroz Shah Kotla,1,27,26,5.777777777777778,1.0
238,MM Patel,2011-10-04,Feroz Shah Kotla,0,18,20,6.666666666666667,0.0
238,RE van der Merwe,2011-10-04,Feroz Shah Kotla,0,24,16,4.0,1.0
238,SL Malinga,2011-10-04,Feroz Shah Kotla,5,23,12,3.1304347826086953,2.0
238,UT Yadav,2011-10-04,Feroz Shah Kotla,0,12,16,8.0,0.0
239,AC Thomas,2011-10-04,Dr DY Patil Sports Academy,2,25,26,6.239999999999999,1.0
239,AM Nayar,2011-10-04,Dr DY Patil Sports Academy,1,21,25,7.142857142857143,0.0
239,JD Ryder,2011-10-04,Dr DY Patil Sports Academy,1,19,8,2.5263157894736845,0.0
239,M Kartik,2011-10-04,Dr DY Patil Sports Academy,1,6,9,9.0,0.0
239,P Kumar,2011-10-04,Dr DY Patil Sports Academy,1,19,27,8.526315789473685,0.0
239,PP Chawla,2011-10-04,Dr DY Patil Sports Academy,0,6,12,12.0,2.0
239,R McLaren,2011-10-04,Dr DY Patil Sports Academy,1,18,26,8.666666666666666,1.0
239,R Sharma,2011-10-04,Dr DY Patil Sports Academy,0,12,12,6.0,3.0
239,SB Wagh,2011-10-04,Dr DY Patil Sports Academy,3,21,13,3.7142857142857144,0.0
239,WD Parnell,2011-10-04,Dr DY Patil Sports Academy,1,24,20,5.0,2.0
240,A Mishra,2011-11-04,Eden Gardens,2,24,19,4.75,0.0
240,DT Christian,2011-11-04,Eden Gardens,0,13,18,8.307692307692308,0.0
240,DW Steyn,2011-11-04,Eden Gardens,1,25,32,7.68,1.0
240,I Sharma,2011-11-04,Eden Gardens,0,18,27,9.0,0.0
240,Iqbal Abdulla,2011-11-04,Eden Gardens,3,24,24,6.0,2.0
240,JD Unadkat,2011-11-04,Eden Gardens,2,26,34,7.846153846153847,2.0
240,JP Duminy,2011-11-04,Eden Gardens,1,12,23,11.5,0.0
240,L Balaji,2011-11-04,Eden Gardens,1,25,30,7.199999999999999,0.0
240,PP Ojha,2011-11-04,Eden Gardens,0,25,25,6.0,4.0
240,R Bhatia,2011-11-04,Eden Gardens,2,24,29,7.25,2.0
240,RN ten Doeschate,2011-11-04,Eden Gardens,0,7,6,5.142857142857142,1.0
240,YK Pathan,2011-11-04,Eden Gardens,0,18,22,7.333333333333333,0.0
241,A Singh,2011-12-04,Sawai Mansingh Stadium,1,25,17,4.08,0.0
241,AB Dinda,2011-12-04,Sawai Mansingh Stadium,1,23,32,8.347826086956522,4.0
241,IK Pathan,2011-12-04,Sawai Mansingh Stadium,1,19,31,9.789473684210527,0.0
241,J Botha,2011-12-04,Sawai Mansingh Stadium,0,24,36,9.0,1.0
241,M Morkel,2011-12-04,Sawai Mansingh Stadium,1,24,11,2.75,1.0
241,RE van der Merwe,2011-12-04,Sawai Mansingh Stadium,1,24,41,10.25,2.0
241,S Nadeem,2011-12-04,Sawai Mansingh Stadium,0,24,25,6.25,1.0
241,SK Trivedi,2011-12-04,Sawai Mansingh Stadium,1,26,34,7.846153846153847,4.0
241,SK Warne,2011-12-04,Sawai Mansingh Stadium,2,24,17,4.25,1.0
241,SW Tait,2011-12-04,Sawai Mansingh Stadium,2,25,38,9.12,2.0
242,A Mithun,2011-12-04,M Chinnaswamy Stadium,0,19,30,9.473684210526317,0.0
242,AUK Pathan,2011-12-04,M Chinnaswamy Stadium,0,21,30,8.571428571428571,0.0
242,DL Vettori,2011-12-04,M Chinnaswamy Stadium,0,24,18,4.5,1.0
242,DP Nannes,2011-12-04,M Chinnaswamy Stadium,1,6,0,0.0,1.0
242,Harbhajan Singh,2011-12-04,M Chinnaswamy Stadium,0,26,25,5.76923076923077,2.0
242,JEC Franklin,2011-12-04,M Chinnaswamy Stadium,0,6,9,9.0,1.0
242,KA Pollard,2011-12-04,M Chinnaswamy Stadium,2,25,24,5.76,1.0
242,MM Patel,2011-12-04,M Chinnaswamy Stadium,0,18,10,3.3333333333333335,2.0
