runs_scored,balls_faced,fours,sixes,team,opponent,venue,season,strike_rate,runs_last_5,sr_last_5,venue_avg_runs,pvt_avg_runs,pvt_matches,avg_pvp_sr,career_matches,career_avg_runs,career_avg_sr,label
7,12,0,0,Delhi Daredevils,Kolkata Knight Riders,Eden Gardens,2007,58.333333333333336,14.8,77.40021700379756,22.714285714285715,24.857142857142858,21,74.61873638344225,5,14.8,77.40021700379756,21
31,32,0,2,Kolkata Knight Riders,Delhi Daredevils,Eden Gardens,2007,96.875,45.4,158.48144411836634,20.384615384615383,20.857142857142858,7,116.57986111111111,9,32.666666666666664,117.98351833736403,2
10,7,2,0,Delhi Daredevils,Kolkata Knight Riders,Eden Gardens,2007,142.85714285714286,34.4,116.14974857941611,29.93617021276596,25.833333333333332,6,82.14285714285714,9,38.44444444444444,124.47556788887525,79
1,2,0,0,Kolkata Knight Riders,Delhi Daredevils,Eden Gardens,2007,50.0,1.0,50.0,4.666666666666667,2.3333333333333335,3,50.0,1,1.0,50.0,0
10,8,1,0,Kolkata Knight Riders,Delhi Daredevils,Eden Gardens,2007,125.0,8.8,176.77777777777777,12.75,20.0,3,125.0,8,16.25,154.65277777777777,0
10,12,0,0,Delhi Daredevils,Kolkata Knight Riders,Eden Gardens,2007,83.33333333333334,22.333333333333332,159.0277777777778,6.0,6.0,2,76.3888888888889,3,22.333333333333332,159.0277777777778,19
9,7,2,0,Delhi Daredevils,Kolkata Knight Riders,Eden Gardens,2007,128.57142857142858,16.0,152.28174603174602,21.458333333333332,13.833333333333334,6,128.57142857142858,4,16.0,152.28174603174602,4
0,1,0,0,Delhi Daredevils,Kolkata Knight Riders,Eden Gardens,2007,0.0,1.0,25.0,0.0,0.0,1,0.0,2,1.0,25.0,1
7,11,1,0,Delhi Daredevils,Kolkata Knight Riders,Eden Gardens,2007,63.63636363636363,17.8,86.33021390374331,28.0,29.258064516129032,31,94.69696969696969,9,24.0,86.88813338955654,68
7,6,0,1,Kolkata Knight Riders,Delhi Daredevils,Eden Gardens,2007,116.66666666666667,34.8,109.48199680647481,35.46666666666667,25.666666666666668,6,116.66666666666667,9,23.77777777777778,103.09846383428494,15
48,47,7,0,Kolkata Knight Riders,Delhi Daredevils,Eden Gardens,2007,102.12765957446808,19.666666666666668,96.54255319148938,42.25,48.0,1,102.12765957446808,3,19.666666666666668,96.54255319148938,13
25,19,5,0,Delhi Daredevils,Kolkata Knight Riders,Eden Gardens,2007,131.57894736842107,21.5,125.78947368421053,21.333333333333332,21.4,5,112.3986436679935,2,21.5,125.78947368421053,16
0,2,0,0,Delhi Daredevils,Kolkata Knight Riders,Eden Gardens,2007,0.0,30.2,115.55555555555554,21.5,23.46153846153846,13,0.0,9,31.88888888888889,151.85689991891542,0
3,7,0,0,Delhi Daredevils,Kolkata Knight Riders,Eden Gardens,2007,42.857142857142854,3.0,55.714285714285715,3.0,3.0,1,42.857142857142854,4,3.0,55.714285714285715,3
5,6,0,0,Kolkata Knight Riders,Delhi Daredevils,Eden Gardens,2007,83.33333333333334,21.8,131.29166666666666,19.928571428571427,14.3,10,83.33333333333333,6,19.833333333333332,119.21364379084967,1
0,2,0,0,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2007,0.0,4.0,44.44444444444444,0.0,0.0,1,0.0,2,4.0,44.44444444444444,8
5,7,1,0,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2007,71.42857142857143,22.6,133.59990886306676,9.75,6.5,6,71.42857142857143,6,23.5,140.49992405255563,1
43,37,6,1,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2007,116.21621621621621,32.0,87.74811337311337,17.857142857142858,21.333333333333332,36,125.55483367983369,10,33.2,116.51002146673397,4
16,22,2,0,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,2007,72.72727272727273,25.6,106.55552780552782,27.416666666666668,24.863636363636363,22,115.88613406795224,9,27.333333333333332,112.1182431928046,9
53,35,7,2,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2007,151.42857142857142,28.0,108.32967032967034,31.8,22.928571428571427,14,144.21558441558443,8,23.0,147.8846153846154,1
16,11,3,0,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2007,145.45454545454547,24.6,125.26953748006379,11.0,16.0,1,145.45454545454547,5,24.6,125.26953748006379,0
1,6,0,0,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2007,16.666666666666664,17.4,91.17794486215539,29.5625,24.235294117647058,34,87.07264957264958,9,22.555555555555557,117.78494123695363,21
26,29,4,0,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2007,89.65517241379311,17.0,68.73495605138608,26.0,26.0,1,89.65517241379311,6,16.333333333333332,72.7553205190122,32
12,19,1,1,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,2007,63.1578947368421,26.0,74.13213885778275,31.565217391304348,30.666666666666668,12,89.81328320802005,2,26.0,74.13213885778275,0
114,53,9,11,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,2007,215.0943396226415,47.6,167.211175616836,52.75,47.5,4,207.74746008708274,9,34.0,140.6508182106551,48
51,35,7,1,Kings XI Punjab,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",2007,145.7142857142857,23.0,147.56390977443607,41.75,33.5,2,144.85456158748082,7,28.857142857142858,149.52043975484932,4
24,8,1,3,Rajasthan Royals,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",2007,300.0,17.0,194.44444444444443,24.0,19.5,2,215.0,3,17.0,194.44444444444443,53
1,1,0,0,Kings XI Punjab,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",2007,100.0,17.5,120.83333333333334,20.25,1.0,1,100.0,2,17.5,120.83333333333334,25
1,5,0,0,Rajasthan Royals,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",2007,20.0,8.8,64.20050125313283,5.0,6.0,4,20.0,9,10.666666666666666,78.89306599832916,34
23,19,2,1,Rajasthan Royals,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",2007,121.05263157894737,6.0,73.21052631578948,23.0,13.5,2,119.73684210526316,6,5.333333333333333,69.3421052631579,2
57,40,10,0,Rajasthan Royals,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",2007,142.5,30.5,171.25,57.0,57.0,1,142.5,2,30.5,171.25,40
1,5,0,0,Rajasthan Royals,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",2007,20.0,2.5,76.66666666666666,1.0,0.5,2,16.666666666666664,2,2.5,76.66666666666666,0
115,72,11,7,Kings XI Punjab,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",2007,159.72222222222223,65.2,136.3811558811559,38.38095238095238,60.142857142857146,7,145.63642833019733,6,68.33333333333333,135.8731854565188,2
22,19,1,1,Rajasthan Royals,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",2007,115.78947368421053,29.4,172.48689906584644,22.6,26.41176470588235,17,104.37122217307974,10,30.9,135.9981234955315,46
39,15,3,3,Rajasthan Royals,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",2007,260.0,24.8,130.81175734834272,26.666666666666668,16.789473684210527,19,143.33333333333334,10,27.8,152.2736947661254,48
49,16,2,6,Kings XI Punjab,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",2007,306.25,16.6,136.25,25.153846153846153,29.53846153846154,13,174.75822368421052,9,24.555555555555557,150.9956949181087,23
14,10,3,0,Deccan Chargers,Delhi Daredevils,Feroz Shah Kotla,2007,140.0,39.8,134.53296880629918,18.0,26.75,12,113.57142857142858,10,35.8,131.98315106981627,13
9,5,0,1,Deccan Chargers,Delhi Daredevils,Feroz Shah Kotla,2007,180.0,8.0,124.46428571428572,9.0,12.666666666666666,3,193.33333333333331,4,8.0,124.46428571428572,37
79,51,7,3,Delhi Daredevils,Deccan Chargers,Feroz Shah Kotla,2007,154.90196078431373,40.2,120.10311370925183,37.111111111111114,25.0,9,141.95822119697553,10,42.5,127.51820717841909,40
22,23,1,2,Deccan Chargers,Delhi Daredevils,Feroz Shah Kotla,2007,95.65217391304348,20.6,96.7415458937198,22.0,13.25,4,116.41583054626533,6,18.333333333333332,92.28462157809984,44
19,11,0,2,Delhi Daredevils,Deccan Chargers,Feroz Shah Kotla,2007,172.72727272727272,21.5,162.4526515151515,13.4,19.0,1,172.72727272727272,4,21.5,162.4526515151515,0
4,1,1,0,Delhi Daredevils,Deccan Chargers,Feroz Shah Kotla,2007,400.0,13.6,201.8253968253968,22.7,17.0,6,106.25,5,13.6,201.8253968253968,36
0,1,0,0,Deccan Chargers,Delhi Daredevils,Feroz Shah Kotla,2007,0.0,0.5,25.0,0.0,1.2,5,0.0,2,0.5,25.0,1
35,18,3,2,Deccan Chargers,Delhi Daredevils,Feroz Shah Kotla,2007,194.44444444444443,22.6,125.94771241830065,30.11111111111111,30.47826086956522,23,145.4483787817121,9,32.333333333333336,123.22992460247363,6
1,2,0,0,Deccan Chargers,Delhi Daredevils,Feroz Shah Kotla,2007,50.0,2.4,76.66666666666666,1.0,0.8571428571428571,7,50.0,7,2.0,76.19047619047618,3
68,54,8,0,Delhi Daredevils,Deccan Chargers,Feroz Shah Kotla,2007,125.92592592592592,27.6,89.16245791245792,30.076923076923077,23.6,5,116.24025341130603,10,28.4,90.79191264319347,8
29,28,2,0,Deccan Chargers,Delhi Daredevils,Feroz Shah Kotla,2007,103.57142857142858,17.8,87.72727272727272,29.0,29.0,1,103.57142857142857,5,17.8,87.72727272727272,1
33,14,3,2,Deccan Chargers,Delhi Daredevils,Feroz Shah Kotla,2007,235.71428571428572,15.4,207.61904761904762,33.0,17.5,2,207.14285714285714,6,13.166666666666666,177.7777777777778,0
16,6,2,1,Delhi Daredevils,Deccan Chargers,Feroz Shah Kotla,2007,266.66666666666663,19.666666666666668,172.7485380116959,9.625,32.875,8,158.99758454106282,3,19.666666666666668,172.7485380116959,8
0,2,0,0,Delhi Daredevils,Deccan Chargers,Feroz Shah Kotla,2007,0.0,16.0,81.74603174603175,28.272727272727273,28.818181818181817,11,0.0,10,28.7,136.67120992702388,51
34,18,3,2,Deccan Chargers,Delhi Daredevils,Feroz Shah Kotla,2007,188.88888888888889,31.0,164.48484848484847,23.5,13.2,5,134.27579365079364,7,26.142857142857142,140.86580086580085,57
1,4,0,0,Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,2007,25.0,10.0,58.30555555555556,1.0,1.0,1,25.0,4,10.0,58.30555555555556,2
15,14,2,0,Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,2007,107.14285714285714,9.8,88.25396825396824,11.0,8.0,3,107.14285714285714,5,9.8,88.25396825396824,5
1,1,0,0,Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,2007,100.0,1.0,66.66666666666666,1.5,0.75,4,100.0,2,1.0,66.66666666666666,2
2,9,0,0,Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,2007,22.22222222222222,37.4,136.6758885628108,11.8,22.555555555555557,9,95.55555555555556,10,29.6,108.40738872584984,0
1,6,0,0,Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,2007,16.666666666666664,10.333333333333334,47.22222222222222,0.5,1.0,1,16.666666666666668,3,10.333333333333334,47.22222222222222,8
4,5,1,0,Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,2007,80.0,3.0,104.44444444444444,4.0,3.6666666666666665,3,66.66666666666667,3,3.0,104.44444444444444,2
0,4,0,0,Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,2007,0.0,8.4,156.77777777777777,0.0,13.0,4,31.944444444444443,9,14.444444444444445,137.46913580246914,13
5,12,1,0,Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,2007,41.66666666666667,9.8,70.0,5.0,3.5,2,48.958333333333336,6,9.0,86.1111111111111,6
9,8,2,0,Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,2007,112.5,20.0,110.08116883116884,27.416666666666668,20.214285714285715,14,109.16666666666666,10,25.5,112.15641887352415,7
15,20,2,0,Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,2007,75.0,27.6,99.60394802598702,9.0,18.125,8,98.76623376623377,10,22.9,100.28861745085645,2
0,3,0,0,Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,2007,0.0,17.333333333333332,49.4214259051885,31.565217391304348,32.6,10,0.0,3,17.333333333333332,49.4214259051885,23
48,21,6,3,Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,2007,228.57142857142856,53.6,176.9254613311217,52.75,31.0,4,200.0,10,35.4,149.44287924673245,36
13,15,1,1,Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,2007,86.66666666666667,18.0,94.07358156028369,13.0,13.0,1,86.66666666666667,4,18.0,94.07358156028369,73
1,6,0,0,Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,2007,16.666666666666664,16.6,100.875,30.666666666666668,24.88888888888889,18,97.74774774774777,7,17.142857142857142,104.5640756302521,15
36,18,3,2,Kings XI Punjab,Delhi Daredevils,Feroz Shah Kotla,2007,200.0,23.2,150.78260869565216,22.88235294117647,17.142857142857142,7,175.9920634920635,8,18.125,133.16770186335404,1
40,32,7,0,Delhi Daredevils,Kings XI Punjab,Feroz Shah Kotla,2007,125.0,48.0,142.8808914870296,37.111111111111114,31.73913043478261,23,147.66317016317015,11,42.27272727272727,127.28927925310826,39
4,7,0,0,Kings XI Punjab,Delhi Daredevils,Feroz Shah Kotla,2007,57.14285714285714,20.2,128.99248120300751,25.0,4.0,1,78.57142857142857,8,25.75,137.9732419283503,0
25,12,0,3,Kings XI Punjab,Delhi Daredevils,Feroz Shah Kotla,2007,208.33333333333334,20.0,150.0,21.5,17.333333333333332,3,157.19696969696972,3,20.0,150.0,79
0,1,0,0,Delhi Daredevils,Kings XI Punjab,Feroz Shah Kotla,2007,0.0,17.2,129.9621212121212,13.4,4.4,5,0.0,5,17.2,129.9621212121212,13
8,5,0,1,Delhi Daredevils,Kings XI Punjab,Feroz Shah Kotla,2007,160.0,29.0,114.49579124579125,30.076923076923077,30.541666666666668,24,177.1153846153846,11,26.545454545454547,97.0835569483577,16
2,5,0,0,Kings XI Punjab,Delhi Daredevils,Feroz Shah Kotla,2007,40.0,57.6,119.38115588115588,25.6,31.285714285714285,7,46.666666666666664,7,58.857142857142854,122.17701610558754,81
8,6,1,0,Delhi Daredevils,Kings XI Punjab,Feroz Shah Kotla,2007,133.33333333333331,16.75,162.89473684210526,9.625,8.5,4,133.33333333333334,4,16.75,162.89473684210526,4
51,28,2,5,Delhi Daredevils,Kings XI Punjab,Feroz Shah Kotla,2007,182.14285714285714,18.2,78.17460317460316,28.272727272727273,25.0,10,148.76950780312126,11,30.727272727272727,140.80499603755416,47
23,8,1,3,Kings XI Punjab,Delhi Daredevils,Feroz Shah Kotla,2007,287.5,18.4,165.75,24.22222222222222,27.0,17,203.84615384615384,10,24.4,164.64612542629783,7
8,8,1,0,Royal Challengers Bangalore,Rajasthan Royals,Sawai Mansingh Stadium,2007,100.0,3.6666666666666665,47.61904761904762,8.0,8.0,1,100.0,3,3.6666666666666665,47.61904761904762,2
10,17,1,0,Royal Challengers Bangalore,Rajasthan Royals,Sawai Mansingh Stadium,2007,58.82352941176471,15.2,87.35994397759103,10.0,10.5,4,63.725490196078425,7,16.142857142857142,90.22604694051533,1
75,53,8,2,Rajasthan Royals,Royal Challengers Bangalore,Sawai Mansingh Stadium,2007,141.50943396226415,35.8,89.15270653761901,35.2,36.5,4,125.96620360771304,8,37.625,93.16868175164335,24
20,31,2,0,Royal Challengers Bangalore,Rajasthan Royals,Sawai Mansingh Stadium,2007,64.51612903225806,23.8,90.24868035190616,21.0,20.583333333333332,12,100.29632826266769,8,20.375,97.46197283898897,25
0,1,0,0,Royal Challengers Bangalore,Rajasthan Royals,Sawai Mansingh Stadium,2007,0.0,12.6,96.78571428571429,0.0,0.0,1,0.0,5,12.6,96.78571428571429,47
0,1,0,0,Royal Challengers Bangalore,Rajasthan Royals,Sawai Mansingh Stadium,2007,0.0,3.4,68.83116883116884,8.333333333333334,11.571428571428571,7,142.10526315789474,9,9.0,89.26350338115043,2
75,37,6,6,Royal Challengers Bangalore,Rajasthan Royals,Sawai Mansingh Stadium,2007,202.7027027027027,37.2,111.57149488031841,30.625,29.2,5,163.4349116702058,11,26.272727272727273,90.52541384760637,9
50,46,7,1,Rajasthan Royals,Royal Challengers Bangalore,Sawai Mansingh Stadium,2007,108.69565217391303,45.25,121.49540225036644,39.75,25.0,2,105.2930056710775,4,45.25,121.49540225036644,5
46,28,6,0,Rajasthan Royals,Royal Challengers Bangalore,Sawai Mansingh Stadium,2007,164.28571428571428,35.8,170.3440419229893,30.17241379310345,20.533333333333335,15,114.77881850414585,11,32.27272727272727,138.56972265827542,19
3,8,0,0,Royal Challengers Bangalore,Rajasthan Royals,Sawai Mansingh Stadium,2007,37.5,13.4,79.19676700111482,18.714285714285715,25.466666666666665,30,32.5,10,11.7,92.19957397674789,10
1,5,0,0,Royal Challengers Bangalore,Rajasthan Royals,Sawai Mansingh Stadium,2007,20.0,5.4,54.55555555555556,1.0,6.0,3,40.0,6,5.0,51.71296296296296,4
13,17,2,0,Deccan Chargers,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",2007,76.47058823529412,33.2,125.61656013756854,22.444444444444443,26.0,9,150.10893246187362,11,33.72727272727273,126.93655444849607,50
38,24,3,2,Mumbai Indians,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",2007,158.33333333333331,17.6,102.80952380952381,23.333333333333332,16.5,6,152.24867724867724,7,21.857142857142858,124.62585034013604,27
37,27,2,3,Deccan Chargers,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",2007,137.03703703703704,13.8,126.97883597883597,18.09090909090909,11.0,5,134.23868312757202,5,13.8,126.97883597883597,40
30,17,2,2,Mumbai Indians,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",2007,176.47058823529412,26.2,110.55617215439634,24.333333333333332,22.25,8,129.5758613405672,7,25.428571428571427,114.07182655795307,5
17,15,3,0,Deccan Chargers,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",2007,113.33333333333333,8.5,56.666666666666664,8.5,17.0,1,113.33333333333333,2,8.5,56.666666666666664,23
10,9,2,0,Mumbai Indians,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",2007,111.11111111111111,14.5,96.85990338164251,10.0,13.333333333333334,3,103.7037037037037,2,14.5,96.85990338164251,5
6,10,1,0,Deccan Chargers,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",2007,60.0,20.4,117.94771241830065,33.0,20.6,5,110.04684684684685,10,29.7,116.90693214222627,50
3,3,0,0,Deccan Chargers,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",2007,100.0,2.6,76.66666666666666,3.8333333333333335,2.6666666666666665,3,66.66666666666666,8,2.125,79.16666666666666,10
1,2,0,0,Mumbai Indians,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",2007,50.0,3.5,85.0,1.0,6.0,2,75.0,2,3.5,85.0,1
7,18,0,0,Mumbai Indians,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",2007,38.88888888888889,17.0,96.90656565656566,27.166666666666668,13.8,10,64.07407407407408,11,23.818181818181817,105.4957343294664,9
23,19,4,0,Mumbai Indians,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",2007,121.05263157894737,18.75,67.32922732362822,21.666666666666668,28.75,8,93.61776534359154,4,18.75,67.32922732362822,65
36,16,6,2,Mumbai Indians,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",2007,225.0,54.0,179.4254613311217,36.0,15.0,4,168.30357142857144,11,35.45454545454545,156.3117084061204,20
0,1,0,0,Deccan Chargers,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",2007,0.0,13.4,157.61904761904762,5.2,0.0,1,0.0,7,11.285714285714286,152.38095238095238,1
57,39,4,3,Deccan Chargers,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",2007,146.15384615384613,42.2,183.71561771561773,31.142857142857142,27.333333333333332,6,136.87423687423689,8,30.0,141.52680652680652,2
5,5,0,0,Mumbai Indians,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",2007,100.0,15.333333333333334,81.26984126984127,5.0,5.0,1,100.0,3,15.333333333333334,81.26984126984127,24
27,32,1,2,Kolkata Knight Riders,Chennai Super Kings,Eden Gardens,2007,84.375,18.0,92.39640567765568,18.454545454545453,19.0,4,84.375,4,18.0,92.39640567765568,31
0,1,0,0,Kolkata Knight Riders,Chennai Super Kings,Eden Gardens,2007,0.0,23.2,106.46312260536396,20.384615384615383,10.25,8,0.0,11,26.90909090909091,98.5521715689544,11
13,12,2,0,Kolkata Knight Riders,Chennai Super Kings,Eden Gardens,2007,108.33333333333333,9.6,164.44444444444446,12.75,13.11111111111111,9,108.33333333333333,10,14.3,134.55555555555557,15
6,6,1,0,Kolkata Knight Riders,Chennai Super Kings,Eden Gardens,2007,100.0,8.4,70.0,6.25,11.0,2,100.0,7,8.571428571428571,88.09523809523809,4
19,30,2,0,Chennai Super Kings,Kolkata Knight Riders,Eden Gardens,2007,63.33333333333333,13.0,70.70588235294117,14.833333333333334,21.125,16,90.14408452339487,8,14.375,84.56996434937611,24
2,8,0,0,Kolkata Knight Riders,Chennai Super Kings,Eden Gardens,2007,25.0,27.0,92.10394802598702,35.46666666666667,11.285714285714286,7,56.25,11,21.0,93.44419768259678,32
32,21,6,0,Chennai Super Kings,Kolkata Knight Riders,Eden Gardens,2007,152.38095238095238,23.4,99.21114652757655,32.0,32.0,1,152.38095238095238,7,18.571428571428573,84.13041078500365,45
73,56,10,1,Kolkata Knight Riders,Chennai Super Kings,Eden Gardens,2007,130.35714285714286,29.0,101.33029381965552,42.25,73.0,1,130.35714285714286,5,29.0,101.33029381965552,24
15,9,1,0,Kolkata Knight Riders,Chennai Super Kings,Eden Gardens,2007,166.66666666666669,19.4,124.20833333333334,19.928571428571427,22.8125,16,177.43589743589746,8,16.875,112.32689950980392,11
21,25,1,0,Delhi Daredevils,Royal Challengers Bangalore,M Chinnaswamy Stadium,2007,84.0,13.8,70.56385336743394,30.456521739130434,28.75,4,112.41266474776549,6,15.833333333333334,78.50018083649798,105
3,3,0,0,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,2007,100.0,8.0,145.47619047619045,2.5,8.0,3,100.0,6,6.666666666666667,121.23015873015872,6
2,11,0,0,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,2007,18.181818181818183,5.0,42.42424242424242,6.666666666666667,8.25,4,18.181818181818183,2,5.0,42.42424242424242,10
1,2,0,0,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,2007,50.0,15.4,97.35994397759103,20.428571428571427,21.0,5,57.14285714285714,8,14.25,85.19779107295092,21
39,32,6,0,Delhi Daredevils,Royal Challengers Bangalore,M Chinnaswamy Stadium,2007,121.875,39.8,135.88334246742176,29.9,32.35,20,121.9831044860539,12,42.0,126.83808931534924,19
25,24,3,1,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,2007,104.16666666666667,26.0,83.0820136852395,24.25,24.142857142857142,14,92.46858618055371,9,20.88888888888889,98.20693881984204,5
6,4,1,0,Delhi Daredevils,Royal Challengers Bangalore,M Chinnaswamy Stadium,2007,150.0,11.0,120.59782608695653,16.142857142857142,17.958333333333332,24,125.32894736842105,6,13.166666666666666,129.06961697722568,56
13,8,1,1,Delhi Daredevils,Royal Challengers Bangalore,M Chinnaswamy Stadium,2007,162.5,16.2,132.4621212121212,13.0,15.5,2,162.5,6,16.5,135.385101010101,20
47,25,2,4,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,2007,188.0,15.2,110.1,14.5,47.0,1,188.0,6,18.333333333333332,111.98809523809524,4
2,5,0,0,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,2007,40.0,3.8,76.83116883116884,8.454545454545455,3.3333333333333335,6,82.22222222222223,10,8.3,84.33715304303539,21
9,11,1,0,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,2007,81.81818181818183,25.8,102.05277830277831,20.214285714285715,35.3,10,119.12878787878789,12,24.833333333333332,89.79981117848764,47
16,13,1,1,Delhi Daredevils,Royal Challengers Bangalore,M Chinnaswamy Stadium,2007,123.07692307692308,20.4,114.52784252784254,31.857142857142858,28.291666666666668,24,117.33333333333334,12,25.666666666666668,99.24967079240481,27
52,43,7,1,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,2007,120.93023255813952,36.0,102.13178294573643,36.0,30.666666666666668,3,122.67441860465117,2,36.0,102.13178294573643,10
4,10,0,0,Delhi Daredevils,Royal Challengers Bangalore,M Chinnaswamy Stadium,2007,40.0,14.2,138.31578947368422,29.636363636363637,35.5,2,97.31092436974791,5,14.2,138.31578947368422,0
47,19,9,1,Delhi Daredevils,Royal Challengers Bangalore,M Chinnaswamy Stadium,2007,247.3684210526316,23.0,102.09273182957392,20.166666666666668,21.25,12,160.9931698397544,12,32.083333333333336,149.68528145547728,18
4,1,1,0,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,2007,400.0,2.8,115.66666666666666,5.5,4.0,1,400.0,7,4.857142857142857,101.46825396825398,2
5,2,1,0,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2007,250.0,8.6,113.80952380952381,5.0,9.75,4,133.33333333333331,6,9.0,115.2116402116402,7
31,20,1,2,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2007,155.0,20.6,104.91712454212454,18.454545454545453,18.0,3,142.83333333333331,5,20.6,104.91712454212454,0
11,15,2,0,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2007,73.33333333333333,20.2,77.7964559386973,20.384615384615383,17.857142857142858,7,102.16666666666667,12,25.583333333333332,96.45060171598597,12
24,24,4,0,Rajasthan Royals,Kolkata Knight Riders,Eden Gardens,2007,100.0,33.6,94.56937320428567,24.0,13.666666666666666,3,82.85714285714286,9,36.111111111111114,93.92771711257187,91
2,1,0,0,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2007,200.0,2.75,128.33333333333331,2.25,1.25,4,150.0,4,2.75,128.33333333333331,0
15,10,1,1,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2007,150.0,10.4,170.0,12.75,14.666666666666666,6,95.83333333333334,11,14.363636363636363,135.95959595959596,5
34,32,4,0,Rajasthan Royals,Kolkata Knight Riders,Eden Gardens,2007,106.25,11.4,63.345238095238095,34.0,23.333333333333332,3,106.25,10,13.0,81.62875939849624,10
5,3,1,0,Rajasthan Royals,Kolkata Knight Riders,Eden Gardens,2007,166.66666666666669,37.2,130.52965513362648,5.0,23.0,3,183.33333333333334,5,37.2,130.52965513362648,41
32,34,2,1,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2007,94.11764705882352,29.4,93.53617308992564,35.46666666666667,31.625,8,111.63959407904044,12,21.916666666666668,93.500318463949,86
19,15,2,1,Rajasthan Royals,Kolkata Knight Riders,Eden Gardens,2007,126.66666666666666,33.2,166.58646616541353,22.428571428571427,29.941176470588236,17,125.0,12,31.166666666666668,137.57780132564133,18
24,22,5,0,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2007,109.09090909090908,32.4,105.64847563783735,42.25,15.5,2,119.26406926406926,6,28.166666666666668,102.62372969819779,24
13,8,1,1,Rajasthan Royals,Kolkata Knight Riders,Eden Gardens,2007,162.5,7.333333333333333,120.83333333333333,13.0,8.0,2,177.5,3,7.333333333333333,120.83333333333333,5
